Open_time,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Ignore
1682193600000,27622.61,27882.72,27566.91,27816.85,6316.29864,1682207999999,175279849.96942200,143764,3211.05358000,89111821.45034630,0
1682208000000,27816.85,27816.85,27415.56,27557.84,6582.80343,1682222399999,181569405.10917110,145251,3417.13780000,94237140.09274280,0
1682222400000,27557.83,27751.47,27531.85,27718.9,4072.92515,1682236799999,112482619.54151600,125644,2299.36476000,63503838.95742130,0
1682236800000,27718.89,27777.0,27482.79,27642.9,5189.51221,1682251199999,143347322.28571880,132453,2683.88683000,74124138.68101380,0
1682251200000,27642.89,27735.25,27311.25,27474.47,5943.17948,1682265599999,163701533.33027650,174367,2832.01284000,78004742.44948870,0
1682265600000,27474.47,27689.83,27330.0,27465.77,8237.43783,1682279999999,226492763.13756310,190320,4073.75467000,112006293.70258780,0
1682280000000,27465.78,27650.28,27402.88,27590.6,4786.23771,1682294399999,131796055.35300960,105450,2304.31981000,63452491.81105650,0
1682294400000,27590.59,28000.0,27427.3,27790.48,8178.33983,1682308799999,227006039.23894240,203209,3984.14904000,110613040.84915380,0
1682308800000,27790.49,27800.0,27350.0,27451.97,6200.98667,1682323199999,171007551.42520470,170427,2784.70571000,76798232.10113620,0
1682323200000,27451.98,27553.24,27157.14,27550.84,10313.90924,1682337599999,282046762.93735170,224859,5255.06571000,143712448.87388100,0
1682337600000,27550.83,27720.57,27200.0,27267.05,11420.22805,1682351999999,313749908.69804270,255814,5256.74252000,144416832.29269890,0
1682352000000,27267.06,27579.8,26942.82,27383.29,12309.41846,1682366399999,335900364.84036480,253513,5975.21429000,163057308.40801850,0
1682366400000,27383.28,27560.73,27320.47,27510.93,4688.68649,1682380799999,128695888.50051500,103258,2385.40317000,65481720.12660380,0
1682380800000,27510.93,27590.28,27313.74,27345.72,5310.06861,1682395199999,145709795.93608920,113071,2617.78225000,71847434.37562200,0
1682395200000,27345.71,27459.58,27240.8,27266.54,5140.31121,1682409599999,140670072.31564780,123110,2357.51919000,64510216.20999370,0
1682409600000,27266.54,27443.63,27192.0,27390.96,6631.97649,1682423999999,181308419.25548230,155127,3292.04422000,89999903.40454340,0
1682424000000,27390.96,27482.71,27199.17,27345.0,8847.60442,1682438399999,241988394.87093510,182319,4470.08515000,122274705.75211520,0
1682438400000,27345.0,27790.19,27316.2,27611.4,10129.47641,1682452799999,279008062.91677360,221177,5253.38948000,144690736.55735060,0
1682452800000,27611.39,28399.99,27611.01,28300.79,16265.70923,1682467199999,457644629.94780310,292263,8842.65163000,248746220.69932870,0
1682467200000,28300.8,28481.0,28244.62,28309.1,9794.44476,1682481599999,277820033.84838250,165081,4693.83840000,133148043.77532210,0
1682481600000,28309.09,28599.0,28301.05,28376.18,8441.48637,1682495999999,239571768.99849430,134347,4487.34095000,127351762.32293240,0
1682496000000,28376.19,29138.83,28371.99,28952.32,21338.25434,1682510399999,615019482.78734500,323308,11192.77736000,322568622.07285670,0
1682510400000,28952.31,30036.0,28952.31,29820.03,29557.57382,1682524799999,878111407.55824650,497975,15020.07762000,446101219.15663180,0
1682524800000,29820.02,29900.0,27694.06,27884.24,27955.54863,1682539199999,808343099.71518380,506320,12987.89094000,375572348.27632030,0
1682539200000,27884.25,28739.99,27235.0,28415.29,32141.09611,1682553599999,900835669.00151120,634911,16158.62994000,452956383.66133710,0
1682553600000,28415.29,29480.5,28378.86,28885.79,22447.76067,1682567999999,651106420.56021750,473314,11235.46347000,325803574.51222830,0
1682568000000,28885.78,29278.88,28632.25,28893.83,12428.75979,1682582399999,360088280.19210080,253374,6229.96468000,180490541.34036510,0
1682582400000,28893.84,29139.85,28780.45,28934.21,11084.1798,1682596799999,321142909.53834290,229115,5514.20195000,159763654.94404170,0
1682596800000,28934.21,29555.0,28661.58,29149.73,17936.04093,1682611199999,521088475.32341320,398269,9160.13346000,266178269.65010560,0
1682611200000,29149.74,29890.0,29013.44,29673.98,20847.10485,1682625599999,615576039.90089200,406920,11036.70415000,325866462.38896140,0
1682625600000,29673.98,29783.15,29255.53,29472.77,10686.97827,1682639999999,315857566.84965350,229156,5425.50703000,160336802.78220250,0
1682640000000,29472.77,29599.54,29330.0,29420.52,9071.8883,1682654399999,267210473.86738230,170882,4490.84239000,132286584.37771430,0
1682654400000,29420.52,29566.92,29396.89,29488.83,7539.59531,1682668799999,222191022.44340160,153193,3328.56329000,98091315.51659610,0
1682668800000,29488.83,29495.34,29137.76,29235.36,9546.8493,1682683199999,279526648.96887030,192686,4471.19242000,130889541.12290600,0
1682683200000,29235.36,29467.36,28891.0,29146.89,16054.08157,1682697599999,467840149.45971110,317718,8519.51518000,248223024.10355290,0
1682697600000,29146.88,29437.81,29101.28,29328.53,8039.55295,1682711999999,235180666.76300160,189805,3919.24168000,114662404.07496230,0
1682712000000,29328.53,29429.36,29276.75,29311.7,4046.19835,1682726399999,118734810.16583100,104956,1929.86144000,56631982.35130580,0
1682726400000,29311.69,29400.0,29195.58,29345.74,4266.76284,1682740799999,125094747.86016390,112146,2244.69251000,65811547.20815840,0
1682740800000,29345.75,29448.88,29289.44,29345.54,3485.37764,1682755199999,102326398.16259210,99468,1739.02172000,51061120.23319800,0
1682755200000,29345.54,29360.0,29234.39,29332.11,3230.99493,1682769599999,94630352.98903940,107304,1477.60068000,43274753.72146370,0
1682769600000,29332.11,29393.39,29210.24,29271.21,3619.27524,1682783999999,106168017.34619970,112410,1757.61483000,51556006.36806280,0
1682784000000,29271.21,29309.05,29031.0,29240.67,3877.98484,1682798399999,113216675.43131870,111919,1830.42317000,53434246.46357470,0
1682798400000,29240.68,29265.0,29138.25,29230.45,1986.43509,1682812799999,58030718.25734830,76072,975.24687000,28489521.71137510,0
1682812800000,29230.45,29230.49,29079.59,29178.87,2342.26797,1682827199999,68280509.69746730,76269,1159.62060000,33802681.29159600,0
1682827200000,29178.88,29295.96,29171.22,29266.43,2111.33452,1682841599999,61748910.28908890,65131,1138.10914000,33281423.86392380,0
1682841600000,29266.43,29348.31,29160.53,29197.01,2785.88414,1682855999999,81496044.26121750,90196,1213.46671000,35503134.53542800,0
1682856000000,29197.02,29969.39,29182.74,29655.18,12772.70758,1682870399999,378552222.05435150,251819,6714.75452000,198947448.63711500,0
1682870400000,29655.18,29870.22,29211.28,29361.13,12470.01847,1682884799999,368840773.05145640,276286,6110.69988000,180817631.27794530,0
1682884800000,29361.13,29486.5,29160.96,29233.21,7270.32452,1682899199999,213236808.52260810,189757,3557.62167000,104359350.95006580,0
1682899200000,29233.2,29337.34,28369.95,28561.06,15966.85068,1682913599999,458972002.39168020,301410,7464.39554000,214466445.14379120,0
1682913600000,28561.07,28713.94,28250.15,28629.09,8593.24272,1682927999999,245232679.83103090,190485,4142.98807000,118240525.61185050,0
1682928000000,28629.08,28670.1,28487.42,28523.86,4839.78726,1682942399999,138231182.99863800,121466,2292.75914000,65484894.47188000,0
1682942400000,28523.85,28629.42,28075.36,28170.64,12056.92682,1682956799999,341859155.16437940,244622,5794.06273000,164319567.15199550,0
1682956800000,28170.64,28410.95,27799.99,27843.36,14168.83144,1682971199999,397901976.77397670,293863,6703.40994000,188298149.02609660,0
1682971200000,27843.35,28159.26,27666.95,28068.26,8808.02066,1682985599999,246024141.79473460,210947,4364.31148000,121902436.77521160,0
1682985600000,28068.26,28145.6,27918.49,28043.76,5134.45129,1682999999999,143835389.73010240,133679,2446.62603000,68535631.49879390,0
1683000000000,28043.75,28164.55,27872.0,28057.47,4237.79005,1683014399999,118702009.73199810,117366,2149.41561000,60212255.29449830,0
1683014400000,28057.47,28133.33,27939.4,28084.83,5040.42695,1683028799999,141293414.80794010,129663,2311.17408000,64784742.41861100,0
1683028800000,28084.83,28767.08,27910.0,28540.68,20134.60393,1683043199999,571336653.96841900,394657,10161.88887000,288365502.81019830,0
1683043200000,28540.69,28879.88,28431.48,28686.14,10323.68451,1683057599999,295688562.69731440,240295,4909.43584000,140628743.99599270,0
1683057600000,28686.13,28815.43,28616.08,28669.86,5953.56567,1683071999999,170877891.07587040,159037,2810.82705000,80679955.76208640,0
1683072000000,28669.85,28689.35,28336.3,28520.9,6054.38189,1683086399999,172676178.52172050,137189,3006.95135000,85771277.61086040,0
1683086400000,28520.89,28680.0,28427.56,28653.8,5308.0261,1683100799999,151565689.27600470,123418,2689.46908000,76805722.99815810,0
1683100800000,28653.81,28767.93,28526.18,28543.74,6103.80959,1683115199999,174813186.18753910,149347,2943.91123000,84316511.79095430,0
1683115200000,28543.73,28583.33,28113.69,28311.51,13681.91671,1683129599999,387478622.63109060,332556,6587.02089000,186528703.43088140,0
1683129600000,28311.52,28800.0,28211.08,28322.98,19116.3162,1683143999999,544492096.66508020,447245,9667.90567000,275390816.83395010,0
1683144000000,28322.97,29266.66,28285.19,29026.16,14351.34164,1683158399999,414935445.56180850,313154,7395.95176000,213736930.58595360,0
